Query_number,Doc_number
905707,133372
905707,232659
905707,425023
905707,250804
905707,53529
905707,361206
905707,365996
905707,83313
905707,5499
1092327,36751
1092327,282194
1092327,276183
1092327,200087
1092327,461503
1092327,449053
1092327,133441
1092327,83338
1092327,183982
1092327,117820
840532,239970
840532,69996
840532,309149
840532,478750
840532,31520
840532,427866
840532,78120
840532,149184
840532,443523
840532,472566
212303,214494
212303,13631
212303,74925
212303,460448
212303,138324
212303,213384
212303,352023
212303,448017
212303,174855
212303,275718
823596,143913
823596,266087
823596,338161
823596,215274
823596,222409
823596,25942
823596,151742
823596,229679
823596,269539
823596,325553
762761,357339
762761,387980
762761,226377
762761,97486
762761,28246
762761,490918
762761,130332
762761,382129
762761,177087
762761,162419
1058165,440943
1058165,306840
1058165,122060
1058165,406918
1058165,335341
1058165,304117
1058165,352850
1058165,70802
1058165,132902
1058165,399972
999610,43953
999610,32797
999610,370463
999610,260258
999610,380129
999610,61945
999610,495781
999610,340758
999610,246850
999610,238657
1092311,487288
1092311,262775
1092311,184883
1092311,55229
1092311,355069
1092311,92343
1092311,233452
1092311,422411
1092311,454443
1092311,124919
1040507,496170
1040507,421572
1040507,129216
1040507,139483
1040507,499342
1040507,343894
1040507,337116
1040507,124926
1040507,328158
1040507,207761
877453,30264
877453,458399
877453,203779
877453,293375
877453,69825
877453,287545
877453,219072
877453,74300
877453,242122
877453,364423
998093,337312
998093,186666
998093,395154
998093,481848
998093,455049
998093,61496
998093,11957
998093,329012
998093,217435
998093,170015
979787,110230
979787,292197
979787,40391
979787,140998
979787,333980
979787,458274
979787,432214
979787,447279
979787,181236
979787,92430
872632,380884
872632,319004
872632,27
872632,2776
872632,485580
872632,289022
872632,474508
872632,13700
872632,341775
872632,467515
975997,480102
975997,394878
975997,454875
975997,358778
975997,475463
975997,79788
975997,298190
975997,103236
975997,292197
975997,15657
789292,86925
789292,190155
789292,441162
789292,114683
789292,102515
789292,416966
789292,147205
789292,491239
789292,274731
789292,447630
1039346,44336
1039346,134219
1039346,277887
1039346,268030
1039346,186126
1039346,351296
1039346,146718
1039346,408473
1039346,389945
1039346,321183
1079785,459778
1079785,41072
1079785,83164
1079785,388549
1079785,400659
1079785,248461
1079785,473952
1079785,332776
1079785,31531
1079785,33118
886332,77551
886332,416030
886332,149570
886332,67982
886332,99680
886332,469057
886332,187755
886332,96356
886332,317649
886332,46920
116431,189985
116431,14038
116431,117528
116431,430894
116431,376396
116431,317870
116431,105730
116431,219786
116431,280560
116431,93667
303790,144507
303790,250254
303790,224840
303790,397507
303790,186824
303790,314604
303790,360160
303790,130645
303790,45370
303790,271737
984434,245927
984434,51428
984434,317519
984434,40230
984434,88298
984434,304281
984434,321008
984434,313834
984434,108743
984434,115453
1071722,395227
1071722,386057
1071722,248553
1071722,70058
1071722,359170
1071722,308239
1071722,133444
1071722,367500
1071722,5013
1071722,238568
928753,474012
928753,263966
928753,120447
928753,189956
928753,417080
928753,102785
928753,127405
928753,376501
928753,67742
928753,370143
796383,130332
796383,382129
796383,177087
796383,162419
796383,115004
796383,270102
796383,245227
796383,193329
796383,190589
796383,457369
860942,130332
860942,382129
860942,177087
860942,162419
860942,115004
860942,270102
860942,245227
860942,193329
860942,190589
860942,457369
940386,290468
940386,249418
940386,496390
940386,181610
940386,63155
940386,231179
940386,148519
940386,500618
940386,181156
940386,485514
1064518,442877
1064518,131119
1064518,443586
1064518,469738
1064518,127956
1064518,483736
1064518,179340
1064518,80364
1064518,396887
1064518,369879
1092263,316267
1092263,36923
1092263,13014
1092263,238856
1092263,284202
1092263,496008
1092263,357691
1092263,240568
1092263,117639
1092263,457253
170581,461940
170581,114849
170581,142955
170581,72793
170581,62556
170581,196588
170581,97809
170581,110333
170581,441428
170581,330345
1092258,426275
1092258,132042
1092258,479436
1092258,329030
1092258,303952
1092258,358344
1092258,163512
1092258,482263
1092258,213103
1092258,295388
267566,309933
267566,478360
267566,486969
267566,464266
267566,267525
267566,404849
267566,195518
267566,387755
267566,254077
267566,160562
1092257,56316
1092257,498300
1092257,261084
1092257,327436
1092257,197059
1092257,74541
1092257,499177
1092257,368717
1092257,219575
1092257,318227
73106,319021
73106,469139
73106,228093
73106,329148
73106,245781
73106,314309
73106,265152
73106,103214
73106,441829
73106,120923
909547,325192
909547,200362
909547,342643
909547,464086
909547,80714
909547,427837
909547,471002
909547,66669
909547,360556
909547,276804
1000097,196121
1000097,163112
1000097,487456
1000097,315859
1000097,113433
1000097,292197
1000097,228359
1000097,474115
1000097,113445
1000097,179170
952445,146968
952445,479465
952445,441851
952445,60177
952445,154521
952445,80060
952445,262987
952445,270016
952445,491226
952445,386344
854085,166648
854085,121755
854085,267204
854085,89032
854085,318427
854085,30742
854085,58192
854085,23728
854085,339753
854085,489097
995825,420650
995825,102074
995825,407250
995825,283003
995825,436943
995825,90298
995825,148564
995825,401447
995825,294368
995825,43626
951820,135079
951820,470804
951820,77320
951820,482811
951820,53615
951820,13687
951820,142660
951820,461373
951820,351095
951820,249671
882141,365730
882141,43522
882141,54579
882141,458137
882141,71292
882141,469736
882141,321542
882141,63729
882141,418208
882141,376740
1028555,456829
1028555,194562
1028555,136806
1028555,174848
1028555,487432
1028555,335237
1028555,242952
1028555,351810
1028555,124320
1028555,261701
1092238,257988
1092238,52740
1092238,160681
1092238,464343
1092238,91025
1092238,284467
1092238,395921
1092238,280565
1092238,289817
1092238,354302
297019,322519
297019,153046
297019,303955
297019,362523
297019,284522
297019,231444
297019,112627
297019,2929
297019,205126
297019,385990
69789,15715
69789,201604
69789,143536
69789,214919
69789,345853
69789,171867
69789,264673
69789,417725
69789,441348
69789,54923
1092237,82022
1092237,790
1092237,337725
1092237,70590
1092237,472579
1092237,125059
1092237,191996
1092237,461280
1092237,292826
1092237,438368
1092236,294919
1092236,68768
1092236,271753
1092236,323029
1092236,419156
1092236,293929
1092236,311597
1092236,18405
1092236,423400
1092236,111983
1024599,259891
1024599,321611
1024599,64425
1024599,314305
1024599,108587
1024599,38293
1024599,288617
1024599,3599
1024599,74486
1024599,309283
1065448,74841
1065448,466133
1065448,353251
1065448,220324
1065448,32100
1065448,302913
1065448,72315
1065448,389293
1065448,123086
1065448,369240
1057270,301246
1057270,428441
1057270,308429
1057270,392033
1057270,451882
1057270,307589
1057270,82558
1057270,173961
1057270,377927
1057270,303423
953274,143941
953274,257284
953274,55078
953274,121927
953274,312258
953274,287710
953274,20719
953274,124874
953274,282412
953274,477674
801059,276233
801059,62871
801059,138783
801059,319364
801059,212686
801059,469057
801059,404664
801059,330559
801059,127629
801059,358552
814699,334604
814699,470818
814699,494779
814699,7203
814699,265460
814699,222886
814699,229379
814699,185222
814699,244793
814699,393309
1025188,487259
1025188,23262
1025188,473259
1025188,407763
1025188,443158
1025188,462701
1025188,208554
1025188,273176
1025188,414329
1025188,398003
1033580,487363
1033580,389409
1033580,255771
1033580,326793
1033580,228933
1033580,125482
1033580,363267
1033580,114401
1033580,155005
1033580,32848
1080419,359130
1080419,123775
1080419,494205
1080419,497281
1080419,128747
1080419,198078
1080419,329187
1080419,400406
1080419,149947
1080419,7950
128178,303558
128178,124260
128178,391619
128178,16056
128178,486577
128178,276547
128178,381322
128178,340500
128178,409819
128178,164316
760817,313715
760817,235183
760817,355544
760817,5286
760817,24660
760817,408530
760817,394321
760817,267217
760817,420189
760817,239375
1101466,245278
1101466,85318
1101466,218906
1101466,160501
1101466,137454
1101466,339804
1101466,269779
1101466,324272
1101466,441576
1101466,61875
995443,69692
995443,395969
995443,459712
995443,240931
995443,372408
995443,58524
995443,154199
995443,209502
995443,147777
995443,325898
863187,414065
863187,332295
863187,59489
863187,292755
863187,426354
863187,130332
863187,382129
863187,177087
863187,162419
863187,115004
902919,205043
902919,157745
902919,246984
902919,430239
902919,490674
902919,367333
902919,284623
902919,2390
902919,237414
902919,161271
877845,291577
877845,251787
877845,120833
877845,173327
877845,56002
877845,408961
877845,2156
877845,422411
877845,117208
877845,249084
1092203,167415
1092203,464254
1092203,411504
1092203,157721
1092203,254075
1092203,288134
1092203,248339
1092203,341842
1092203,219060
1092203,284919
770167,147953
770167,301688
770167,341609
770167,384163
770167,265427
770167,20086
770167,378280
770167,237183
770167,119161
770167,499185
1049200,80383
1049200,282557
1049200,458964
1049200,465611
1049200,455528
1049200,206182
1049200,187389
1049200,181001
1049200,412447
1049200,343087
879747,264732
879747,151182
879747,478872
879747,278971
879747,422418
879747,488956
879747,245256
879747,17040
879747,295707
879747,488596
912961,179867
912961,143421
912961,367233
912961,354042
912961,141669
912961,170465
912961,36975
912961,313016
912961,375832
912961,37969
808528,337378
808528,361365
808528,132816
808528,98441
808528,465902
808528,209745
808528,483293
808528,269113
808528,337729
808528,461856
991241,410642
991241,334877
991241,336494
991241,81734
991241,227111
991241,305685
991241,424502
991241,289740
991241,79397
991241,79974
935952,239387
935952,257685
935952,135272
935952,312553
935952,30824
935952,405266
935952,277723
935952,493895
935952,227218
935952,169454
1092176,88415
1092176,425892
1092176,31847
1092176,284350
1092176,5753
1092176,131168
1092176,155783
1092176,295663
1092176,344399
1092176,334604
916901,219799
916901,250348
916901,42831
916901,289558
916901,210167
916901,128626
916901,115182
916901,214066
916901,74389
916901,441775
930293,329458
930293,250050
930293,62886
930293,344719
930293,196336
930293,263858
930293,111219
930293,289255
930293,338786
930293,58457
83458,208568
83458,430241
83458,33848
83458,292740
83458,260964
83458,442444
83458,321773
83458,248376
83458,416828
83458,214566
1092168,131478
1092168,492732
1092168,40623
1092168,343608
1092168,276275
1092168,212105
1092168,176016
1092168,245899
1092168,176104
1092168,447959
1073721,313923
1073721,160182
1073721,148234
1073721,475208
1073721,425521
1073721,241279
1073721,216856
1073721,186685
1073721,143096
1073721,450657
878840,161330
878840,226322
878840,197968
878840,294648
878840,490482
878840,422350
878840,70315
878840,433259
878840,397190
878840,487977
1092165,402158
1092165,231907
1092165,467688
1092165,464245
1092165,55331
1092165,68230
1092165,285208
1092165,282860
1092165,362389
1092165,249466
776609,431676
776609,457838
776609,44137
776609,74831
776609,284126
776609,194442
776609,74664
776609,416478
776609,167576
776609,39276
1092161,181415
1092161,395283
1092161,208731
1092161,9884
1092161,18717
1092161,393436
1092161,396127
1092161,131645
1092161,484839
1092161,63295
855725,95486
855725,439701
855725,304517
855725,161330
855725,153531
855725,31695
855725,254931
855725,255797
855725,70750
855725,474153
798945,97708
798945,112908
798945,15471
798945,169632
798945,37299
798945,391616
798945,11130
798945,268045
798945,181866
798945,86960
1058425,176940
1058425,194479
1058425,480203
1058425,178859
1058425,11321
1058425,266525
1058425,307667
1058425,29293
1058425,220060
1058425,297111
1092143,360892
1092143,220801
1092143,318028
1092143,403770
1092143,380867
1092143,429152
1092143,331881
1092143,388619
1092143,294722
1092143,291965
1031999,186426
1031999,105072
1031999,282474
1031999,377791
1031999,224354
1031999,326536
1031999,287715
1031999,80624
1031999,47883
1031999,485375
1062457,332368
1062457,95079
1062457,39440
1062457,494066
1062457,415152
1062457,62567
1062457,184517
1062457,366676
1062457,137983
1062457,53334
761388,336256
761388,50657
761388,101833
761388,339641
761388,314939
761388,351769
761388,386215
761388,131665
761388,394711
761388,281123
846806,80503
846806,403128
846806,292678
846806,485345
846806,252333
846806,440199
846806,211342
846806,341240
846806,107880
846806,462382
72809,373017
72809,115757
72809,102792
72809,32069
72809,253090
72809,304477
72809,276871
72809,432965
72809,10686
72809,354288
922389,403623
922389,260229
922389,56998
922389,210216
922389,31805
922389,30828
922389,465107
922389,136563
922389,325109
922389,498765
948351,111581
948351,170891
948351,134513
948351,223707
948351,436092
948351,438407
948351,406156
948351,333865
948351,192552
948351,488106
1056950,204999
1056950,272392
1056950,280575
1056950,159245
1056950,113531
1056950,277887
1056950,208980
1056950,145519
1056950,206814
1056950,231777
1039495,41411
1039495,384576
1039495,365744
1039495,439260
1039495,33898
1039495,180004
1039495,281474
1039495,283574
1039495,481331
1039495,340374
1003334,271274
1003334,271287
1003334,411813
1003334,32848
1003334,100109
1003334,41838
1003334,295718
1003334,152474
1003334,114401
1003334,492077
990010,121766
990010,112956
990010,278937
990010,275133
990010,17996
990010,431493
990010,292197
990010,15657
990010,254389
990010,184293
908316,260065
908316,278914
908316,179195
908316,118960
908316,270839
908316,15396
908316,376568
908316,286804
908316,266955
908316,270137
889289,191577
889289,442189
889289,167524
889289,116133
889289,192765
889289,205156
889289,469057
889289,9974
889289,417654
889289,137734
47270,355794
47270,188771
47270,49196
47270,218354
47270,60538
47270,384926
47270,450184
47270,326256
47270,12877
47270,462785
777519,57670
777519,287837
777519,265226
777519,116159
777519,364612
777519,199541
777519,420763
777519,186944
777519,484303
777519,81160
1070728,269368
1070728,488366
1070728,107660
1070728,6334
1070728,337067
1070728,289489
1070728,362586
1070728,445112
1070728,494491
1070728,376425
1092120,386495
1092120,472847
1092120,363171
1092120,225618
1092120,21369
1092120,24848
1092120,130251
1092120,427048
1092120,119588
1092120,29994
917536,242558
917536,281279
917536,367354
917536,412926
917536,160002
917536,54391
917536,218987
917536,177867
917536,22368
917536,87512
1057446,64230
1057446,388026
1057446,152047
1057446,343799
1057446,242672
1057446,359896
1057446,320485
1057446,58126
1057446,174956
1057446,242910
849596,108631
849596,161407
849596,500030
849596,48072
849596,56934
849596,490076
849596,466652
849596,80251
849596,430813
849596,411607
997533,457684
997533,204911
997533,96558
997533,253870
997533,473914
997533,329277
997533,465181
997533,432619
997533,137320
997533,184042
805900,355026
805900,379941
805900,163932
805900,225269
805900,78085
805900,400216
805900,200693
805900,43953
805900,263858
805900,235736
822649,394092
822649,149118
822649,436897
822649,285555
822649,200736
822649,317754
822649,231776
822649,154278
822649,116024
822649,209563
840445,199800
840445,39979
840445,220395
840445,315538
840445,186546
840445,468023
840445,432129
840445,185585
840445,151384
840445,193216
996653,62251
996653,415370
996653,102696
996653,345442
996653,166805
996653,334954
996653,487754
996653,210913
996653,5496
996653,420486
1071270,122759
1071270,469971
1071270,448715
1071270,145331
1071270,243952
1071270,252746
1071270,371865
1071270,16451
1071270,479581
1071270,389951
931940,445934
931940,8209
931940,205513
931940,131572
931940,99225
931940,78227
931940,473047
931940,226916
931940,141752
931940,464314
828596,240946
828596,153941
828596,459683
828596,304252
828596,183367
828596,242247
828596,225692
828596,90172
828596,367368
828596,133276
1092095,427863
1092095,78120
1092095,387111
1092095,228092
1092095,33043
1092095,66051
1092095,70973
1092095,486221
1092095,257735
1092095,289820
889046,170314
889046,356609
889046,170195
889046,464521
889046,500242
889046,441234
889046,434027
889046,173641
889046,98531
889046,357213
1092093,73350
1092093,91974
1092093,260437
1092093,14116
1092093,265789
1092093,355878
1092093,150087
1092093,100734
1092093,245899
1092093,68768
937578,218078
937578,402291
937578,495570
937578,265194
937578,322667
937578,114491
937578,214716
937578,113345
937578,229515
937578,292747
1014911,162096
1014911,411442
1014911,232552
1014911,391159
1014911,445749
1014911,348946
1014911,185054
1014911,13999
1014911,231611
1014911,220292
975495,404449
975495,231949
975495,233390
975495,276381
975495,289122
975495,278895
975495,184867
975495,417340
975495,345559
975495,33931
813953,170071
813953,51434
813953,106558
813953,366565
813953,309719
813953,164946
813953,286896
813953,60587
813953,487088
813953,12685
828779,289759
828779,323065
828779,127224
828779,168848
828779,290832
828779,222157
828779,204551
828779,165483
828779,227263
828779,180235
908237,390873
908237,46734
908237,337584
908237,72114
908237,493069
908237,44580
908237,19573
908237,174868
908237,201934
908237,182565
156723,488187
156723,290305
156723,11610
156723,315728
156723,348644
156723,464508
156723,497411
156723,408932
156723,100886
156723,177497
887392,334265
887392,318336
887392,46299
887392,124775
887392,446651
887392,410989
887392,430520
887392,153125
887392,40987
887392,360613
1101448,213072
1101448,200831
1101448,423759
1101448,393387
1101448,259713
1101448,388209
1101448,297082
1101448,71863
1101448,351345
1101448,441887
926980,444349
926980,152933
926980,299125
926980,491246
926980,292505
926980,89496
926980,372544
926980,86972
926980,349611
926980,407412
947974,397190
947974,420991
947974,129450
947974,134513
947974,377578
947974,228651
947974,52615
947974,267506
947974,456031
947974,234451
868487,123815
868487,420866
868487,11450
868487,35539
868487,263588
868487,490087
868487,322280
868487,429507
868487,298650
868487,200670
911605,383482
911605,48566
911605,117893
911605,92800
911605,43520
911605,293479
911605,314963
911605,49611
911605,475366
911605,89614
900696,8918
900696,148668
900696,185167
900696,53910
900696,126655
900696,307945
900696,413716
900696,431498
900696,114142
900696,420574
1007875,261182
1007875,23724
1007875,495991
1007875,113024
1007875,351132
1007875,332750
1007875,353099
1007875,200134
1007875,65736
1007875,265270
900062,261664
900062,50123
900062,438180
900062,324785
900062,443041
900062,107176
900062,380714
900062,244632
900062,130571
900062,221622
831784,437190
831784,220905
831784,112111
831784,470332
831784,77137
831784,152999
831784,115004
831784,270102
831784,193329
831784,323827
259763,112859
259763,187416
259763,160965
259763,57282
259763,60646
259763,80268
259763,209711
259763,117387
259763,496609
259763,184659
801478,17450
801478,347371
801478,366744
801478,376766
801478,130332
801478,382129
801478,177087
801478,162419
801478,115004
801478,270102
54307,293453
54307,467809
54307,169771
54307,242281
54307,256627
54307,315639
54307,104334
54307,395472
54307,109516
54307,444744
783781,20187
783781,276604
783781,314680
783781,61046
783781,83951
783781,84781
783781,227717
783781,69641
783781,408754
783781,395229
1040461,237209
1040461,171325
1040461,93483
1040461,120758
1040461,346711
1040461,213864
1040461,223202
1040461,497192
1040461,322723
1040461,98259
1092042,84896
1092042,343195
1092042,483426
1092042,44726
1092042,279788
1092042,332902
1092042,192376
1092042,474738
1092042,138087
1092042,175208
760908,344460
760908,2551
760908,154131
760908,426629
760908,180451
760908,350519
760908,260013
760908,345268
760908,201790
760908,324453
838453,379684
838453,456846
838453,482679
838453,448670
838453,146930
838453,335932
838453,172944
838453,475582
838453,496437
838453,286488
977952,220559
977952,280654
977952,193816
977952,468221
977952,213548
977952,435508
977952,93078
977952,494955
977952,2202
977952,471164
1052948,390099
1052948,276458
1052948,142030
1052948,328586
1052948,271015
1052948,108415
1052948,30400
1052948,315118
1052948,119320
1052948,248071
849245,142490
849245,367496
849245,131277
849245,434826
849245,408310
849245,18606
849245,131172
849245,340608
849245,10527
849245,17403
820899,204956
820899,237586
820899,231869
820899,256965
820899,49876
820899,456026
820899,289531
820899,489279
820899,71556
820899,454525
1019830,420139
1019830,276198
1019830,500841
1019830,311519
1019830,327883
1019830,52301
1019830,450437
1019830,336901
1019830,228396
1019830,177729
1101443,232797
1101443,129735
1101443,135831
1101443,495424
1101443,252142
1101443,12090
1101443,295903
1101443,155042
1101443,333683
1101443,361222
887398,87162
887398,483762
887398,102718
887398,187747
887398,479637
887398,40137
887398,239660
887398,163937
887398,491677
887398,475335
1042399,191569
1042399,147883
1042399,197230
1042399,18465
1042399,336927
1042399,3122
1042399,195782
1042399,229264
1042399,190
1042399,135657
1092029,476988
1092029,286983
1092029,192442
1092029,452526
1092029,78950
1092029,141321
1092029,462571
1092029,143306
1092029,86279
1092029,214727
788431,316939
788431,219059
788431,501203
788431,364051
788431,407641
788431,281474
788431,251414
788431,159960
788431,364064
788431,160523
992340,414809
992340,384868
992340,371205
992340,150445
992340,431943
992340,175864
992340,107859
992340,88479
992340,44393
992340,125946
839488,162419
839488,101530
839488,481725
839488,382129
839488,270102
839488,115004
839488,193329
839488,177087
839488,212470
839488,190589
1092023,242265
1092023,452075
1092023,310225
1092023,261459
1092023,432845
1092023,328979
1092023,438407
1092023,13828
1092023,110315
1092023,259487
26079,151588
26079,175710
26079,41485
26079,95153
26079,230715
26079,71072
26079,127322
26079,309861
26079,368444
26079,141650
845790,159054
845790,106183
845790,328634
845790,132701
845790,144048
845790,424556
845790,409211
845790,9251
845790,104648
845790,406996
73119,336207
73119,243925
73119,124611
73119,39746
73119,1024
73119,214933
73119,164232
73119,172529
73119,220212
73119,145516
187818,451720
187818,204592
187818,448893
187818,334580
187818,214706
187818,417612
187818,319786
187818,471354
187818,419588
187818,14101
224548,377080
224548,293135
224548,255047
224548,139861
224548,407774
224548,245589
224548,414681
224548,75092
224548,120576
224548,137369
1102330,112269
1102330,389169
1102330,439561
1102330,384231
1102330,501104
1102330,152794
1102330,447087
1102330,159445
1102330,231567
1102330,139511
1092007,403623
1092007,481326
1092007,56998
1092007,348188
1092007,162911
1092007,210216
1092007,288612
1092007,30828
1092007,498765
1092007,260229
786937,477929
786937,263842
786937,282568
786937,169237
786937,256579
786937,328148
786937,479985
786937,486671
786937,167495
786937,205413
907127,378354
907127,431041
907127,125354
907127,72179
907127,69141
907127,68911
907127,256116
907127,19829
907127,282162
907127,360938
930621,466022
930621,405127
930621,324055
930621,312857
930621,160965
930621,293817
930621,182838
930621,40358
930621,332167
930621,494701
776517,60652
776517,206642
776517,415492
776517,289619
776517,266524
776517,313975
776517,256014
776517,392000
776517,216943
776517,137177
847726,77664
847726,378782
847726,190891
847726,95228
847726,178526
847726,457972
847726,292954
847726,365743
847726,345745
847726,322404
17586,346352
17586,183514
17586,68065
17586,288699
17586,268945
17586,241082
17586,132040
17586,279556
17586,213448
17586,461182
1021554,441532
1021554,170662
1021554,147990
1021554,394057
1021554,231292
1021554,66943
1021554,72368
1021554,461796
1021554,412235
1021554,418715
792847,181661
792847,317723
792847,162221
792847,449597
792847,428820
792847,347362
792847,164841
792847,438551
792847,169193
792847,325527
776700,164659
776700,485540
776700,82723
776700,500707
776700,140936
776700,159290
776700,8014
776700,321162
776700,131856
776700,314974
907538,175471
907538,167504
907538,128511
907538,26813
907538,472616
907538,268574
907538,332203
907538,426672
907538,412479
907538,354445
806688,110679
806688,493478
806688,278320
806688,229057
806688,374596
806688,42702
806688,329038
806688,2948
806688,274585
806688,205898
798883,398802
798883,301640
798883,334920
798883,163920
798883,351351
798883,190773
798883,489493
798883,440664
798883,12633
798883,113898
786375,264563
786375,264332
786375,60925
786375,245666
786375,123400
786375,241245
786375,375480
786375,351747
786375,115386
786375,396033
1091983,109399
1091983,8512
1091983,318393
1091983,272494
1091983,167465
1091983,325235
1091983,39980
1091983,95323
1091983,50829
1091983,34131
1001108,338969
1001108,395324
1001108,23726
1001108,75483
1001108,279479
1001108,211590
1001108,161365
1001108,447188
1001108,380580
1001108,260011
899212,230993
899212,230930
899212,498378
899212,94437
899212,334175
899212,416013
899212,416030
899212,123113
899212,128155
899212,452899
1091973,488864
1091973,382162
1091973,108675
1091973,144185
1091973,316495
1091973,112061
1091973,31242
1091973,209229
1091973,94794
1091973,47834
143849,247248
143849,295416
143849,211304
143849,325883
143849,164872
143849,375313
143849,310062
143849,86745
143849,355968
143849,445757
942354,463412
942354,28330
942354,163234
942354,340439
942354,290603
942354,350370
942354,226195
942354,500986
942354,458064
942354,354729
842272,247161
842272,92410
842272,249218
842272,372210
842272,354780
842272,359627
842272,198105
842272,271317
842272,96144
842272,394093
935707,259604
935707,61593
935707,338007
935707,153106
935707,146785
935707,237381
935707,89444
935707,449456
935707,362300
935707,196037
1001381,461330
1001381,367764
1001381,304885
1001381,92260
1001381,103792
1001381,30578
1001381,5006
1001381,435348
1001381,76135
1001381,356893
813899,499316
813899,155512
813899,298992
813899,262693
813899,49635
813899,179113
813899,40706
813899,404952
813899,425282
813899,494883
874876,425282
874876,165038
874876,302233
874876,298234
874876,118585
874876,464159
874876,47114
874876,135073
874876,383413
874876,283507
257018,445840
257018,75275
257018,383793
257018,63780
257018,59188
257018,225796
257018,24596
257018,98609
257018,232702
257018,388697
1043587,335458
1043587,296792
1043587,238811
1043587,321600
1043587,314754
1043587,85413
1043587,197858
1043587,367546
1043587,46375
1043587,151722
989647,279972
989647,222839
989647,251901
989647,312946
989647,60780
989647,205446
989647,146060
989647,377827
989647,443339
989647,166805
157580,468341
157580,191608
157580,333445
157580,322807
157580,310068
157580,363449
157580,276438
157580,316790
157580,213198
157580,426427
155700,281296
155700,447679
155700,288781
155700,39756
155700,287789
155700,278754
155700,888
155700,232706
155700,430180
155700,88242
1091941,460572
1091941,268195
1091941,464237
1091941,159451
1091941,482493
1091941,205919
1091941,143829
1091941,174019
1091941,253283
1091941,255878
848432,337438
848432,249013
848432,129479
848432,39185
848432,321471
848432,34640
848432,418599
848432,208194
848432,214832
848432,62052
893789,387929
893789,341358
893789,463207
893789,201095
893789,364909
893789,118460
893789,640
893789,316771
893789,449852
893789,400465
890890,403171
890890,335843
890890,281912
890890,23769
890890,277763
890890,110965
890890,272978
890890,239511
890890,126552
890890,298250
119089,142803
119089,348344
119089,419838
119089,65488
119089,64179
119089,108794
119089,185787
119089,147925
119089,326407
119089,210792
775355,203124
775355,422058
775355,142997
775355,462803
775355,30142
775355,243803
775355,276014
775355,424686
775355,327938
775355,12432
114573,72462
114573,140277
114573,271753
114573,93143
114573,355878
114573,365730
114573,68768
114573,278138
114573,258142
114573,162754
880766,248152
880766,187375
880766,226373
880766,395342
880766,192512
880766,359636
880766,175032
880766,398778
880766,120303
880766,109569
924047,62873
924047,56621
924047,18721
924047,284202
924047,213897
924047,121590
924047,125135
924047,436438
924047,257207
924047,140385
860573,11711
860573,330505
860573,385296
860573,176642
860573,47061
860573,79121
860573,298789
860573,43080
860573,299913
860573,27555
102627,461881
102627,431244
102627,132355
102627,181294
102627,202463
102627,438407
102627,149216
102627,103540
102627,452075
102627,325899
825147,262492
825147,418843
825147,56252
825147,165979
825147,130251
825147,154601
825147,198759
825147,346522
825147,112605
825147,435958
989099,63295
989099,273160
989099,257806
989099,497711
989099,304900
989099,208731
989099,149695
989099,468775
989099,396127
989099,267383
1011003,476344
1011003,107079
1011003,397633
1011003,177901
1011003,51567
1011003,28458
1011003,501052
1011003,279236
1011003,445724
1011003,295713
1075713,194814
1075713,198856
1075713,108942
1075713,28539
1075713,63404
1075713,46400
1075713,305871
1075713,68567
1075713,411237
1075713,145063
782381,102417
782381,311214
782381,455405
782381,430746
782381,315959
782381,215626
782381,268816
782381,374867
782381,50623
782381,120356
824542,344443
824542,178251
824542,128404
824542,449932
824542,484143
824542,231113
824542,417999
824542,287778
824542,109915
824542,26554
960566,192830
960566,106398
960566,96683
960566,417810
960566,140963
960566,8471
960566,265962
960566,276471
960566,299685
960566,475622
990784,317093
990784,218801
990784,269060
990784,77698
990784,250839
990784,170891
990784,70646
990784,279371
990784,8958
990784,142621
1076030,208586
1076030,361702
1076030,150117
1076030,351519
1076030,154668
1076030,303337
1076030,85419
1076030,307502
1076030,484217
1076030,37090
860078,20374
860078,255190
860078,476661
860078,244295
860078,172717
860078,501419
860078,476881
860078,209254
860078,328714
860078,52794
874299,6827
874299,341387
874299,386007
874299,189567
874299,45720
874299,128125
874299,29451
874299,460607
874299,147803
874299,427792
810660,33071
810660,53632
810660,277046
810660,458618
810660,87582
810660,88543
810660,446032
810660,238066
810660,147291
810660,297795
1057488,57163
1057488,230532
1057488,482154
1057488,123788
1057488,377788
1057488,79
1057488,237511
1057488,186530
1057488,167027
1057488,38413
1059646,72298
1059646,457280
1059646,424354
1059646,157738
1059646,277887
1059646,40351
1059646,114697
1059646,72738
1059646,471484
1059646,256999
1091850,60132
1091850,447571
1091850,265457
1091850,483958
1091850,416176
1091850,276390
1091850,95525
1091850,152909
1091850,15783
1091850,117178
1014115,227280
1014115,163052
1014115,347778
1014115,228882
1014115,421041
1014115,427028
1014115,342587
1014115,487477
1014115,132066
1014115,187492
794625,29549
794625,178166
794625,367663
794625,23275
794625,475718
794625,252597
794625,109004
794625,408104
794625,229094
794625,379124
780993,109664
780993,418121
780993,138954
780993,334841
780993,347567
780993,243675
780993,126540
780993,224393
780993,268605
780993,472868
1059619,340374
1059619,33533
1059619,265246
1059619,359402
1059619,7548
1059619,427050
1059619,245068
1059619,148655
1059619,258121
1059619,308887
854862,97109
854862,248582
854862,234352
854862,91399
854862,6046
854862,236865
854862,231144
854862,194374
854862,440578
854862,500705
1091833,66869
1091833,341549
1091833,295795
1091833,322008
